Gene names	Majority protein IDs	Mol. weight [kDa]	Average concentration  H1	Average concentration  H2	Average concentration  H3
C2CD2	Q9Y426;Q9Y426-3;Q9Y426-2	75.532	0	0	0
C2CD2L	O14523-2;O14523	76.178	0	0	0
C2orf18	Q8N357;B4DLH2	40.214	0.656848365	0.435214338	0.390282117
C2orf29	Q9UKZ1	55.215	0.09887315	0.136040658	0.212873108
C2orf4;MEMO1	Q5R2V8;Q9Y316;Q9Y316-2;F8WCZ0	34.293	0.689431364	0.871911336	0.903058318
C2orf42	Q9NWW7	64.076	0	0	0
C2orf43	B5MDU6;Q9H6V9-2;Q9H6V9;B7ZAJ5;B5MCU4;B7ZA47;C9JUM0	42.668	0.565197142	0.581925986	0.587966527
C2orf47	Q8WWC4;H7C0V0	32.544	1.206734957	1.373635467	0.700839998
C2orf49	Q9BVC5;B4E2G9;C9J4K0	25.858	0.575568514	0.54624575	0.486763783
C2orf54	Q08AI8;H7BXM3;Q08AI8-2;Q08AI8-3	49.564	0	0	0
C2orf56	Q7L592;C9JS27;Q7L592-2;C9J236	49.237	0.804162133	0.690336076	0.743993253
C2orf57	Q53QW1	41.589	0	0	0
C2orf69	Q8N8R5	43.448	0	0	0
C2orf72	A6NCS6	30.48	3.936288245	5.038110534	4.03248477
C2orf76	Q3KRA6	14.609	0	0	0
C2orf80	H7BZF5;C9J2L1;H7C2Y3;C9JTX0	15.684	0	0	0
C2orf88	Q9BSF0;H7BZ15;C9JS57	10.97	0	0	0
C3	P01024	187.15	5.440220702	5.529115357	5.093962127
C3orf17	Q6NW34;A8MVI8;Q6NW34-2	64.551	0.098165005	0.118775323	0.114467739
C3orf19	Q6PII3	53.957	0	0	0
C3orf23	Q8N3R3;Q8N3R3-4	57.924	0	0	0
C3orf26	Q9BQ75;E9PHS3;C9J384	31.884	0.278390678	0.179724485	0.37337262
C3orf33	Q6P1S2;Q6P1S2-2	33.765	0.060112442	0.161475413	0.253775054
C3orf37	Q96FZ2;E7EMP6;D6R9T3;D6RGK7;D6RAZ3;D6RAI0	40.574	0	0	0
C3orf38	Q5JPI3	37.54	0	0	0
C3orf58	Q8NDZ4;Q8NDZ4-2;C9JY09;E7ET39	49.481	0	0.005993101	0.00502166
C3orf75	Q0PNE2;Q0PNE2-2;C9IYN7;C9JEX8;C9J2D6;C9JA82;C9JLH5	29.793	0	0	0
C3orf78	Q8WVI0	8.6961	0	0	0
C4A	P0C0L4;P0C0L4-2	192.78	0.03773867	0.04299684	0.039815428
C4B	P0C0L5;F5GXS0	192.75	2.306637175	2.125414016	1.993799833
C4BPA	P04003	67.033	0.091376578	0.083116405	0.057042488
C4BPB	P20851;P20851-2	28.357	0	0	0
C4orf27	Q9NWY4	39.436	0.106395355	0.097736154	0
C4orf29	B7WP89;Q0P651-3;Q0P651-4	43.353	0.04099562	0.043465625	0.042852341
C4orf3	Q8WVX3	7.6035	0.596758675	0.576538598	0.474574744
C4orf32	Q8N8J7	14.652	0.241905841	0.456622969	0.480571753
C4orf33	Q8N1A6;D6RIT3	23.467	0	0	0
C4orf43	H0Y9X1;Q96EY4;D6RA57	27.571	0.29477438	0.333648052	0.526148484
C4orf52	Q8N5G0;Q8N5G0-2;E5RH91	18.402	0.592152296	0.74936397	0.738289512
C5	P01031	188.3	0.017360063	0.012528622	0.01072075
C5AR1	P21730	39.335	0	0	0
C5orf22	Q49AR2	49.967	0.028379409	0	0.040110104
C5orf24	Q7Z6I8;Q7Z6I8-2	20.132	0	0	0
C5orf32	Q9H1C7	10.631	0.488902475	0.373904478	0.331907256
C5orf35	Q8NE22;Q8NE22-2	34.095	0	0	0
C5orf43	Q7Z3B0	8.6252	0.022988848	0.024760416	0.022698549
C5orf51	A6NDU8	33.62	0.408815505	0.332315767	0.346178058
C6	P13671	104.79	0	0	0
C6orf106;RP3-391O22.4	Q9H6K1;Q9H6K1-2;Q5TH58	32.871	0.027596605	0	0
C6orf108;RCL	H0Y8X4;O43598;O43598-2	25.868	0.800612556	0.506878775	0.485131191
C6orf115;RP11-501K14.2	Q9P1F3;Q5SZC9	9.0564	0	0	0
C6orf120	J3KQ97;Q7Z4R8	22.565	0.248308865	0.296720057	0.240562622
C6orf125	Q9BRT2;Q5TAQ0	14.875	3.975387811	3.725211326	4.141541929
C6orf130	Q9Y530;C9JNE2;C9J5P1;C9JXC3	17.025	0	0.197852704	0.200713208
C6orf162	Q96KF7	11.059	0	0	0
C6orf192	Q6NT16;Q5TBJ2	48.868	0	0.027088667	0.021395615
C6orf203	J3KQ88;Q9P0P8	28.457	0.146578127	0.137612907	0.036740181
C6orf211	Q9H993;F5GZY1	51.172	0.567148197	0.611711869	0.636378511
C6orf228	P0DJ93	10.351	0	0	0
C6orf47	O95873	31.71	0.209302071	0.156424873	0.153252287
C6orf57	Q5VUM1	12.213	0.854414643	0.478706912	0.350239651
C6orf89	Q6UWU4-2;Q6UWU4;Q5TDC7	40.734	0.41446361	0.25052803	0.247048767
C7	P10643	93.517	0	0	0
C7orf10	Q9HAC7;Q9HAC7-4;Q9HAC7-3;Q9HAC7-2;H0Y4N1	48.461	0.258622793	0.265774872	0.228164549
C7orf25	J3KR36;Q9BPX7	52.511	0	0	0
C7orf26	Q96N11;Q96N11-2;H7BZK9	50.046	0	0	0
C7orf30	Q96EH3	26.17	0.314854062	0.297180423	0.290686623
C7orf44	Q9GZY4;C9JA07	16.694	0.217979276	0.447779358	0.380409397
C7orf50	Q9BRJ6;C9JQV0;H7C2R9;H7C0T1	22.083	3.519455141	3.694096656	4.367194614
C7orf55	Q96HJ9	12.749	0.31552293	0.426218502	0.496263242
C7orf59	C9JXA7;Q0VGL1	14.29	1.690173385	0.627390451	0.561812467
C8A	P07357	65.163	0.027952505	0	0.045326303
C8B	F5H7G1;F5GY80	61.231	0	0	0
C8B	P07358	67.046	0	0	0
C8G	P07360;Q5SQ08	22.277	0	0	0
C8orf33	Q9H7E9-2;Q9H7E9	26.448	0.022084107	0.116859168	0.106141842
C8orf38	Q330K2;Q330K2-2	38.176	0.010855106	0	0.03449688
C8orf40	Q96E16	12.439	0	0	0
C8orf42	Q86YL5;Q86YL5-2	20.402	0.147274353	0.148603527	0.095201586
C8orf47	Q6P6B1	39.935	0	0	0
C8orf55	Q8WUY1	23.865	4.355959805	3.686142154	3.994317535
C8orf59	Q8N0T1;E5RFW5	11.456	0.398729875	0.382916755	0.438598069
C8orf73	A6NGR9	77.185	0	0	0
C8orf80	Q68CJ6	91.131	0	0	0
C8orf82	Q6P1X6;H0YF29;Q6P1X6-2	23.889	1.218880182	1.108285772	0.939762525
C8orf83	Q629K1;E5RGJ1;E5RIT1;E5RG44	9.6833	0.75844148	0.414806546	0.532396428
C9	P02748	63.173	0	0	0
C9orf103	Q5T6J7;Q5T6J7-2;Q5T6J7-3;Q5T6J8	20.578	0.038041918	0	0.017153625
C9orf114	Q5T280	42.008	0.496884109	0.630213365	0.622575415
C9orf123	Q96GE9;Q96GE9-2	12.257	2.268717779	2.364985077	2.172208347
C9orf142	Q9BUH6	21.639	0.68334377	0.692133452	0.645473094
C9orf167	Q9NXH8	46.914	0.066130664	0.024092585	0.037041316
C9orf23	Q8N5L8	17.631	0.341881366	0.323296772	0.287492408
C9orf40	Q8IXQ3	21.063	0.13178882	0.062839359	0
C9orf41	Q8N4J0;B4DSD4;Q5T8V1	47.185	0.066236378	0.111124282	0.08080906
C9orf46	Q9HBL7	17.201	0.618912591	0.653739245	0.768751644
C9orf5	Q9H330-2;Q9H330;Q9H330-4;H7C0G1	97.356	0.831858765	0.902975884	0.878972345
C9orf64	Q5T6V5	39.028	1.815176853	1.937339996	2.014913997
C9orf7	Q9UGQ2;Q9UGQ2-2	18.47	0	0	0.053443396
C9orf78	Q9NZ63	33.688	0.21322634	0.346480726	0.428339133
C9orf79	Q6ZUB1	157.13	0	0	0
C9orf89	Q96LW7-2;Q96LW7	20.625	0	0	0
C9orf97;TSTD2	Q5T7W9;Q5T7W7;Q5T7X0	8.1696	0	0	0
CA1	P00915;E5RHP7;E5RH81;E5RG43;E5RIF9;E5RFE7;E5RFL2;E5RGU8	28.87	0	0	0
CA13	Q8N1Q1	29.443	0.441944725	0.41076009	0.459004338
CA14	Q9ULX7	37.667	0	0	0
CA2	P00918	29.246	0	0	0
CA3	P07451	29.557	0	0	0
CA5A	P35218	34.75	0.886774235	0.890662219	0.866963225
CA6	P23280-2;P23280;E7EMQ1;F8W148	35.364	0	0	0
CAAP	Q9H8G2;Q9H8G2-2	38.367	0.176935631	0.118461932	0.132611787
CAB39	Q9Y376	39.869	0.554913184	0.50796714	0.874030299
CAB39L	Q9H9S4;Q5TAW7;B7ZBJ4	39.087	0	0	0
CABIN1	Q9Y6J0;G5E9F3	246.35	0.013273567	0.023039259	0.0109688
CABLES2	Q9BTV7	52.235	0.014604495	0.011761046	0.006525813
CACYBP	Q9HB71;Q5R370	26.21	4.098816328	4.668379266	4.191877275
CAD	P27708;F8VPD4	242.98	0.3672852	0.347161612	0.364465448
CADM1	H1ZZW1;F5H0J4;Q9BY67;H0YGA7;Q9BY67-2	51.533	2.016634485	1.657630272	1.599718248
CADM4	Q8NFZ8	42.785	0.024199513	0.036140318	0.02702019
CADPS2	Q86UW7;C9IYE1;F8W8P5;Q86UW7-2;Q86UW7-3;H7BYR4	147.73	0	0	0
CALCOCO1	Q9P1Z2;Q9P1Z2-3;Q9P1Z2-2;E7EWT6;Q9P1Z2-4	77.335	0	0	0
CALCOCO2	B4DP36;E9PBE5;Q13137;E7ENK0;Q13137-2;D6REB0	55.188	0	0.088074265	0.033350611
CALCRL	Q16602	52.929	0	0	0
CALD1	Q05682	93.23	0	0	0
CALD1	Q05682-5;Q05682-3;E7EX44;E9PGZ1	61.212	4.503863855	5.061080235	4.892339049
CALM2;CALM1	H0Y7A7;E7ETZ0;P62158;E7EMB3;Q96HY3;G3V361;M0QZ52	20.762	45.57305002	43.0602437	43.63921333
CALML3	P27482	16.891	0.584183528	0.734560768	0.733898016
CALML4	Q96GE6;F8W6Y4;Q96GE6-2;Q96GE6-3	21.883	0	0	0
CALML5	Q9NZT1	15.892	1.766975457	1.277046528	1.062655858
CALR	P27797	48.141	67.0102151	69.3525874	67.82059825
CALU	O43852-3;O43852;O43852-6;O43852-5;O43852-10	38.05	30.77460136	29.33482381	29.60781914
CAMK1	Q14012	41.337	0.145456607	0.259619055	0.206638863
CAMK1D	Q8IU85;Q8IU85-2	42.913	0	0	0
CAMK2B	Q13554	72.677	0	0	0
CAMK2D	D6R938;E9PF82;Q13557-11;Q13557-4;Q13557-6;Q13557-3;Q13557;E9PBG7;Q13557-5;Q13557-10;Q13557-9;Q13557-8;Q13557-12	56.298	2.390837287	2.332529503	2.661465318
CAMK2G	Q13555-6;Q13555;Q13555-8;Q13555-2;Q13555-4;Q13555-9;Q13555-7;Q13555-5;Q13555-3;Q5SWX3;Q13555-10;Q8WU40;H0Y6G2	65.241	0.013163017	0	0.097752004
CAMK4	Q16566	51.925	0	0	0
CAMKK2	Q96RR4;Q96RR4-7;Q96RR4-4;Q96RR4-3;Q96RR4-2;Q96RR4-5;Q96RR4-6;F5GZ00	64.745	0	0	0
CAMLG	P49069	32.952	7.33223996	7.398736004	7.89373553
CAMP	J3KNB4;P49913	19.591	0	0	0
CAMSAP1	Q5T5Y3-3;Q5T5Y3	179.34	0.015288271	0.015681375	0.015193544
CAMSAP3	Q9P1Y5;Q9P1Y5-2	134.75	0.211347553	0.238822942	0.217412253
CAND1	Q86VP6;Q86VP6-2	136.37	3.702557098	4.002481156	4.064432509
CAND2	O75155;O75155-2	135.25	0	0	0
CANT1	Q8WVQ1;K7EN15;Q8WVQ1-2	44.839	0.720046238	0.803328168	0.877096834
CANX	B4DGP8;P27824;B4E2T8	71.502	38.89901167	41.85166753	43.77796861
CAP1	Q01518	51.901	13.49749773	13.21087518	13.93998856
CAP1	Q5T0S3	15.315	0	0	0
CAP2	P40123;E9PDI2;B7Z1C4;B7Z385	52.823	0.325381305	0.429696112	0.288692876
CAPG	P40121;P40121-2;B4DU58;E7ENU9;B8ZZL6	38.498	0.092261668	0.099057694	0.125366687
CAPN1	P07384	81.889	1.040499101	0.874010256	0.88952178
CAPN2	P17655;P17655-2	79.994	0	0	0.019885421
CAPN5	E7EV01;O15484	77.469	0	0	0
CAPN7	Q9Y6W3	92.651	0.244936634	0.183346501	0.240718484
CAPNS1	P04632;K7EKD8;K7EIV0;K7ELJ7;K7EM73	28.315	2.203305601	1.952139722	1.971985219
CAPRIN1	Q14444;Q14444-2;G3V153;E9PLA9	78.365	3.481039502	3.338177575	3.565457558
CAPS	K7EL21;Q13938;K7ES72	30.24	0	0	0
CAPZA1	P52907	32.922	7.402721358	6.596386057	6.498595133
CAPZA2	P47755;F8W9N7	32.949	4.19591727	2.719324487	2.63130036
CAPZB	B1AK88;P47756-2;B1AK87;P47756;B1AK85;F6USW4	33.781	8.337706816	8.11165491	8.617655657
CARD14	Q9BXL6;B8QQJ3	113.27	0	0	0
CARHSP1	Q9Y2V2;H3BNU9;H3BPY5;H3BUY4;H3BSW7;I3L3X8;H3BTK3	15.892	10.50924917	10.74288931	10.8553642
CARKD	Q8IW45;Q8IW45-2;Q8IW45-4;B4DQR1	36.576	0.171249202	0.181588802	0.181636724
CARM1	Q86X55;Q86X55-1;Q86X55-2;K7EQA8	65.853	0.982150463	0.790025283	0.796212321
CARS	P49589;P49589-2;B4DKY1;A8MVQ3	85.472	0	0	0
CARS2	Q9HA77	62.223	1.57364377	1.046470406	0.996958649
CASC3	O15234	76.277	0.043522948	0.060402313	0.063274207
CASC4	Q6P4E1-4;Q6P4E1;Q6P4E1-2	49.497	1.098919163	0.923463505	0.620961591
CASK	O14936;O14936-3;H9KV37;O14936-2;F8W998;O14936-6;O14936-4;Q5JS74;O14936-5;Q5JS72	105.12	0.287634014	0.373557421	0.322014672
CASKIN2	Q8WXE0;Q8WXE0-2	126.78	0.009626297	0.009487601	0.003931599
CASP1	P29466;P29466-2;G3V169;P29466-3;B4DVD8;P29466-4	45.158	0	0	0
CASP10	Q92851-4;Q92851-6;Q92851-2;Q92851;Q92851-5;Q92851-3;Q68HC0	58.993	0.139288527	0.121727112	0.127299126
CASP14	P31944	27.679	0	0	0
CASP2	P42575;P42575-2;C9JRR9	50.685	0	0.020337912	0.019859955
CASP3	P42574;A8MVM1;C9JXR7	31.608	1.209186191	1.266109319	1.16900935
CASP4	P49662;P49662-2	43.262	0	0	0
CASP6	P55212	33.31	0.572427554	0.47913921	0.540049858
CASP7	P55210-3;P55210;P55210-4;Q5SVL2	37.814	0.259543195	0.212539594	0.205369417
CASP8	Q14790-9;Q14790-4;Q14790;Q14790-2;Q14790-3;Q14790-7;Q14790-8;Q14790-5;Q14790-6;E7EQ06;E7ETB7;E7EVN1;E7EQ01	61.835	0.241929624	0.268692112	0.240317509
CAST	E7EVY3;H0Y9H6;H0YD33	74.918	0	0	0
CAST	P20810;P20810-8;E7ES10;B7Z574;P20810-4;E9PDE4;H0Y7F0;E7EQ12;E7EQA0	76.572	0	0	0.001401939
CAST	P20810-5;P20810-3;F8W7E0	81.168	0	0	0
CAST	P20810-6;P20810-7;E7ESM9;B7Z468;G5E9D3	84.942	0.694725894	0.504974334	0.56862471
CAT	P04040	59.755	16.47065402	16.93215634	16.91411256
CAV1	Q03135;E9PCT5	20.471	0	0	0
CAV2	P51636;P51636-2;E9PCT3;P51636-3	18.291	0	0	0
CBFA2T3	O75081;E7EU24;O75081-4;O75081-2	71.191	0	0	0
CBL	P22681	99.632	0.021321299	0.008739647	0
CBLC	Q9ULV8;Q9ULV8-2	52.455	0	0	0
CBLL1	Q75N03;B7ZM03;C9J2P9;C9J121	54.519	0.14663335	0.138661269	0.142710253
CBLN1	P23435	21.097	0	0	0
CBLN4	Q9NTU7	21.808	0	0	0
CBR1	P16152	30.375	3.950641924	4.726448636	4.583167231
CBR4	H0Y962	19.82	0	0	0
CBR4	Q8N4T8;Q8N4T8-2	25.301	1.175475144	0.583865782	0.818483406
CBS	P35520;P35520-2;F5H2U1	60.586	0.922494675	1.284498073	1.265542573
CBWD1;CBWD3;CBWD5;CBWD6;CBWD7	Q9BRT8;Q9BRT8-3;Q5JTY5;Q5RIA9;Q5RIB0;B4DNG9;Q9BRT8-2;C9JGY1;Q4V339;F5H3X4;Q5JTY2;Q5RIB3;Q5RIA9-3;Q4V338;F2Z2T4;A6NM15;H0Y5V3;Q4V340	44.068	0.1538193	0.129086227	0.150250009
CBX1	P83916;J3KS05;B5MD17;K7ELA4	21.418	0.058107964	0.068440428	1.868684491
CBX2	Q14781	56.08	0.018422038	0.004153055	0.005798878
CBX3	Q13185	20.811	9.88575363	9.139783581	10.42497309
CBX4	O00257	61.367	0.276501178	0.243466675	0.272229667
CBX5	P45973;G3V1X9;F8VNY3	22.225	1.085485028	1.391174137	1.463713935
CBX7	O95931;B0QYP2;B0QYP3	28.34	0	0	0
CBX8	Q9HC52	43.395	1.32202274	1.444455388	1.398958014
CC2D1A	Q6P1N0	104.06	0.026949428	0.023928786	0.017220642
CC2D1B	Q5T0F9-2;H7C1U3;Q5T0F9;H0Y517;Q5T0F9-3;Q5T0F9-4	93.594	0.052987942	0.031535573	0.025718289
CCAR1	Q8IX12;Q8IX12-2;F5H2E6;F5H1H2	132.82	1.878216643	1.807705889	1.824601523
CCBL1	B7Z4W5;Q16773;Q16773-2	57.668	0.016822859	0	0
CCBL2	Q6YP21;Q6YP21-3	51.4	0.821476921	1.257801514	1.111672245
CCDC101	Q96ES7	33.238	0	0	0.029948798
CCDC104	Q96G28-2;Q96G28;B5MCA1;B5MD16;B5MC35	41.928	0	0	0
CCDC106	Q9BWC9;K7EMI9;K7EMP7	32.032	0	0	0
CCDC115	Q96NT0;F8WCZ3	19.76	1.031697173	0.42549577	0.419273157
CCDC117	Q8IWD4;B7Z860;B7Z2V1;Q8IWD4-2;B7Z820;B0QYH3	30.541	0	0	0.073251083
CCDC12	J3KR35;Q8WUD4	20.501	2.040881998	2.992596122	3.03011237
CCDC124	Q96CT7	25.835	1.163768804	0.978742217	1.239642704
CCDC127	Q96BQ5	30.834	0.420859878	0.388076955	0.31905468
CCDC130	P13994	44.802	0	0	0
CCDC132	Q96JG6;B4DS55	111.17	0.022923907	0.040750249	0.041258332
CCDC134	Q9H6E4	26.56	2.870186008	4.060658894	3.157377423
CCDC135	Q8IY82;Q8IY82-2;H3BRR8	103.5	0	0	0
CCDC136	Q96JN2-4;Q96JN2;H7C4R2;Q96JN2-2;H0Y876	134.67	0	0	0
CCDC137	I3L0U5;Q6PK04	33.524	1.090265304	1.187559423	1.114783143
CCDC165	Q9Y4B5;Q9Y4B5-3;Q9Y4B5-2;Q9Y4B5-4	209.52	0	0	0
CCDC167	Q5T7F6;Q9P0B6	12.728	0	0	0
CCDC22	O60826	70.755	0.281508932	0.337140395	0.313254006
CCDC25	Q86WR0;Q0P663	24.479	0.456712574	0.473245843	0.931389327
CCDC43	Q86WV7;Q96MW1;Q96MW1-2	25.563	0.484977365	1.058492147	0.730274084
CCDC47	Q96A33;Q96A33-2	55.873	6.636059369	6.347204635	6.647636013
CCDC50	Q8IVM0-2;Q8IVM0	56.339	0	0	0
CCDC51	Q96ER9;Q96ER9-2	45.811	0.318432722	0.876627018	0.877037255
CCDC53	Q9Y3C0;F5GZ97;F5GXZ7;F5GWI9;H0YGN0	21.172	0	0.030761523	0.022156788
CCDC56	Q9Y2R0;K7EPV0	11.731	19.43085451	16.17931794	15.4554356
CCDC58	Q4VC31;H7C525;C9JQ41	16.62	4.402525328	3.775906865	3.440765316
CCDC59	Q9P031	28.669	0.540606931	0.619503716	0.566616654
CCDC6	Q16204	53.29	0.927740517	0.80384838	0.846329905
CCDC61	M0R0U9;Q9Y6R9;F5GZQ6;M0QYL5	57.368	0	0	0
CCDC69	A6NI79;H0YBY5	34.796	0	0	0
CCDC71L	Q8N9Z2;Q8N9Z2-2	26.261	0.42981544	1.19377749	0
CCDC72	Q9Y2S6	7.0662	5.75481906	5.584813051	6.665134543
CCDC75	Q8N954	30.198	0	0	0
CCDC76	Q9NUP7	54.246	0	0	0
CCDC82	Q8N4S0;Q8N4S0-2;F5H777	64.001	0.053043459	0.036129554	0.006404934
CCDC85C	A6NKD9	45.209	0	0	0
CCDC86	Q9H6F5	40.235	3.492245027	3.338913041	3.119019177
CCDC88A	Q3V6T2;Q3V6T2-2;Q3V6T2-3;Q3V6T2-4;Q3V6T2-5;H7C2C6	216.04	0.015178661	0.01267908	0.01621243
CCDC88B	A6NC98;A6NC98-4;A6NC98-2;A6NC98-3	164.81	0.044823212	0.031825951	0.060636905
CCDC9	Q9Y3X0	59.702	0.121593631	0.167011975	0.137365513
CCDC90A	Q96AQ8	39.694	0.222130127	0.296194557	0.143836316
CCDC90B	Q9GZT6;Q9GZT6-2;H0YF06;B3KP87;J3KN19	29.505	0.574321811	0.796772961	0.819619308
CCDC93	Q567U6;F8W9X7	73.197	0.078921804	0.073189018	0.103636117
CCDC94	Q9BW85	37.085	0.164874165	0.184145608	0.153390274
CCDC97	Q96F63	38.946	0	0	0
CCM2	C9JUH3;F5H0E1	38.818	0	0	0
CCNB1	P14635;Q5TZP9;E9PC90;D6RHI0	48.337	0.027850723	0.027949277	0.065324649
CCNDBP1	O95273;O95273-2;O95273-3;B4DHB5;H3BR23;H3BT91;H3BQA6	40.262	0.023410621	0.022364561	0
CCNF	P41002;H3BUD3	87.639	0	0	0
CCNH	P51946	37.643	0.157332372	0.199021079	0.312013684
CCNK	O75909-4;O75909;G3V5E1;O75909-1;O75909-2;G3V2Q3	66.136	0.544946773	0.215362727	0.271511866
CCNL1	Q9UK58;C9JPL0;Q9UK58-4	59.633	0.252643226	0.171984492	0.293593853
CCNL2	Q96S94;Q96S94-3	58.147	0.098061573	0.086007506	0.078614482
CCNT1	O60563	80.684	0.029565936	0.028255203	0.024660299
CCNT2	O60583;H7BZ27	81.028	0.018345952	0.020713736	0.020252497
CCNT2	O60583-2;B4DH21	73.681	0.023240869	0.021389543	0.025845824
CCNY	Q8ND76;Q8ND76-2;Q8ND76-3;B7Z8E4	39.336	0.460516751	0.298306887	0.502576019
CCNYL1	Q8N7R7;Q8N7R7-2;Q8N7R7-3	40.705	0.235882626	0.235000717	0.193268541
CCPG1	Q9ULG6-5;Q9ULG6;Q9ULG6-2;Q9ULG6-3;Q9ULG6-4	93.487	0	0	0
CCRN4L	Q9UK39	48.195	0.010016267	0.007710911	0
CCS	O14618;J3KNF4	29.04	2.027386725	1.341564393	1.192173068
CCSMST1	Q4G0I0;H3BP47	15.004	0.27219586	0.34068803	0.321975695
CCT2	P78371;P78371-2;F5GWF6;F8VQ14	57.488	33.60902246	32.64588829	32.33494175
CCT3	P49368;P49368-2;B4DUR8	60.533	23.48800292	24.67755735	25.12299557
CCT4	P50991;P50991-2;B7Z9L0;B7Z2F4	57.924	30.83808937	28.55901355	29.53178089
CCT5	P48643;E9PCA1;B7ZAR1;E7ENZ3;B4DYD8	59.67	27.16986591	28.93857811	30.01241609
CCT6A	P40227;B4DPJ8;P40227-2	58.024	27.48948747	25.91547811	26.95850681
CCT6B	Q92526;B4DX20;Q92526-2	57.821	0	0.189049882	0.170377577
CCT7	Q99832;B8ZZC9;Q99832-3;Q99832-4;F5GZK5;B7Z1C9;Q99832-2	59.366	23.33074904	24.11128631	22.15829287
CCT8	B4DQH4	51.586	0	0	0
CCT8	P50990;B4DEM7	59.62	29.30113424	30.75950605	31.37277648
CCZ1B;CCZ1	P86790;P86791;F5H553	55.866	0.435383809	0.304333992	0.367410024
CD14	P08571;D6RFL4	40.076	0	0	0.119782264
CD151	P48509;E9PMR4;E9PL82;E9PRJ3	28.295	0.101024154	0.11931489	0.110717937
CD163	Q86VB7;Q86VB7-2;Q86VB7-3;F5GZZ9;C9JHR8;Q86VB7-4	125.45	0	0	0
CD177	Q8N6Q3;F8W8N6;Q8N6Q3-2	46.363	0	0	0
CD274	Q9NZQ7;Q9NZQ7-3	33.275	0	0	0
CD276	Q5ZPR3;Q5ZPR3-4;Q5ZPR3-3;Q5ZPR3-2;H0YL10	57.235	0.525735379	1.646365611	1.325625895
CD2AP	Q9Y5K6	71.45	0.832324677	0.884609295	0.817894873
CD2BP2	O95400	37.646	1.41822836	1.573121382	1.671178471
CD36	P16671;E7EU05;D9IX69;D9IX68;D9IX66;E7EX47	53.053	0	0.011450813	0
CD38	P28907;H0Y950	34.328	0	0	0
CD3EAP	O15446-2;O15446	55.171	0.559530246	0.687916326	0.716433592
CD4	P01730	51.11	0	0	0
CD40	P25942;P25942-2	30.619	0	0	0
CD44	P16070;P16070-5;E7EPC6;P16070-7;P16070-3;P16070-4;P16070-6;P16070-17;P16070-8;P16070-16;P16070-10;P16070-11;P16070-13;P16070-14;P16070-12;P16070-18;H0YD13;P16070-9;H0Y5E4;P16070-15;H0Y2P0;H0YCV9;H0YDW7;H0YD17;H0YDX6;E9PKC6	81.537	0	0	0
CD46	P15529;P15529-10;P15529-13;P15529-11;P15529-14;P15529-12;P15529-15	43.747	0.241754924	0.253950698	0.368512223
CD47	Q08722;Q08722-4;Q08722-3;Q08722-2	35.213	3.065934512	0.144708496	0.079800613
CD58	P19256;P19256-3;B1AMW1;P19256-2;H0YDI1	28.147	0.132697271	0.014209606	0
CD59	E9PR17;P13987;E9PNW4	14.529	7.07069399	6.388972175	7.391758647
CD63	P08962;C9JV86;P08962-2;F8VZE2;F8VV56;F8VWK8;F8W022;F8VNT9	25.636	0.961742359	0.787589477	0.835995611
CD7	P09564;J3QLM0	25.409	0.859478331	0.934336311	0.88128512
CD74	P04233;H0YBZ2;P04233-3;E7ESL3;H0YBZ8	33.515	0	0	0
CD81	A6NMH8;E9PIF1;P60033;H0YDJ9;H0YDL9;E9PRJ8;E9PJK1	29.806	0	0	0
CD82	P27701;P27701-2	29.625	0	0	0
CD9	G8JLH6;P21926;A6NNI4;F5GXT1	25.407	0	0	0
CD93	Q9NPY3	68.559	0	0	0
CD97	P48960;P48960-3;P48960-2	91.868	0.019007298	0.012929755	0.013942941
CD99	P14209;P14209-3	18.848	3.636121585	3.192229717	2.815730906
CD99L2	Q8TCZ2-5;Q8TCZ2;Q8TCZ2-2;Q8TCZ2-3;Q8TCZ2-6	28.906	0	0	0
CDA	P32320	16.185	0	0	0
CDAN1	Q8IWY9;Q8IWY9-1	134.12	0.034788539	0.009625029	0.008025377
CDC123	O75794	39.134	0.345625688	0.361521175	0.539425728
CDC14B	Q5JU07	26.334	0.023321857	0.012780598	0
CDC16	Q13042;Q13042-2;Q13042-3;Q7Z651;Q5T8C6	71.655	2.919395266	0.18532487	0.143378691
CDC23	Q9UJX2;Q9UJX2-3	68.833	0.228504686	0.179654544	0.174094432
CDC26	Q8NHZ8	9.7769	0.68802916	0.775705753	0.823060712
CDC27	G3V1C4;P30260;G5EA36;B4DL80	92.611	0.553677142	0.592885117	0.56193218
CDC34	P49427	26.736	0.365726885	0.385935337	0.383484427
CDC37	Q16543;K7EKQ2;K7EQA9	44.468	4.649277432	5.474408476	4.762066513
CDC37L1	Q7L3B6;B1AL69	38.834	0.037337674	0	0
CDC40	O60508;Q5SRN1	65.521	0.385766804	0.443446932	0.599465309
CDC42	P60953;E7ETU3;P60953-1	21.258	11.97048387	12.07132317	11.98914068
CDC42BPA	Q5VT25-6;Q5VT25-2;Q5VT25;Q5VT25-5;F5H5N0;Q5VT25-4;Q5VT25-3;H0Y5V1	202.81	0.526710116	0.06220288	0.009001792
CDC42BPB	Q9Y5S2	194.31	0.052313527	0.056510827	0.05790332
CDC42EP1	Q00587;Q00587-2	40.294	0.414125722	0.323413548	0.385447525
CDC42EP2	O14613	22.483	0.035754845	0.046043099	0
